04/03/2024 17:57:22,ALMOXARIFADO,"-9.680194, -35.723377",,FALSE,,
04/03/2024 17:57:46,AMOSTRA,"-9.680131, -35.722724",,TRUE,Serviço,
04/03/2024 17:58:30,TR,"-9.679105, -35.723716",,FALSE,,
04/03/2024 17:59:22,"TORRE ""07""","-9.678769, -35.723774",,FALSE,,
04/03/2024 17:59:44,"TORRE ""03""","-9.678968, -35.723410",,FALSE,,
04/03/2024 18:15:37,"TORRE ""04""","-9.678961, -35.723428",,FALSE,,
04/03/2024 18:15:51,"TORRE ""01""","-9.678922, -35.723448",,FALSE,,
04/03/2024 18:16:20,"TORRE ""05""","-9.678885, -35.723458",,FALSE,,
04/03/2024 18:17:01,C8 / C9,"-9.678862, -35.723423",,FALSE,,
04/03/2024 18:17:31,"TORRE ""02""","-9.678812, -35.723392",,FALSE,,
04/03/2024 18:18:03,"TORRE ""06"" - PORTA DE BAIXO - C11","-9.678693, -35.723497",,FALSE,,
04/03/2024 18:19:39,C10 RECICLAGEM,"-9.677613, -35.722658",,FALSE,,
04/03/2024 18:21:41,"PORTÃO ARMAZÉM ""02","-9.677946, -35.723705",,FALSE,,
04/03/2024 18:24:32,PORTA NOBREAK,"-9.678031, -35.723467",,FALSE,,
04/03/2024 18:24:50,"PORTÃO ARMAZÉM ""01""","-9.678299, -35.723858",,FALSE,,
04/03/2024 18:28:28,CASTELO D'ÁGUA,"-9.678285, -35.723901",,FALSE,,
04/03/2024 18:28:52,SINÓTICO,"-9.679025, -35.723613",,TRUE,Serviço,
04/03/2024 18:31:54,"TORRE ""10""","-9.679398, -35.723192",,TRUE,,
04/03/2024 18:33:44,FIM,"-9.678303, -35.723873",,,,
